arm,metric,k,random_pct,top1_affinity_pct,oracle_pct
Separate,pb_valid_with_protein,80,7.1651,29.1866,55.9809
Separate,lt2A_and_valid_no_protein,1,4.2811,4.2811,4.2811
Separate,lt2A_and_valid_no_protein,2,4.3116,5.8959,7.9797
Separate,lt2A_and_valid_no_protein,3,4.2843,6.7835,11.0371
Separate,lt2A_and_valid_no_protein,5,4.2675,8.3349,16.1208
Separate,lt2A_and_valid_no_protein,10,4.2734,10.7847,25.2201
Separate,lt2A_and_valid_no_protein,20,4.3186,13.2249,35.9366
Separate,lt2A_and_valid_no_protein,40,4.3012,16.1077,46.1902
Separate,lt2A_and_valid_no_protein,80,4.3002,19.6172,55.5024
Separate,lt2A_and_valid_with_protein,1,1.4306,1.4306,1.4306
Separate,lt2A_and_valid_with_protein,2,1.4109,2.3612,2.7237
Separate,lt2A_and_valid_with_protein,3,1.4506,3.2057,3.9988
Separate,lt2A_and_valid_with_protein,5,1.4486,4.2356,6.1603
Separate,lt2A_and_valid_with_protein,10,1.4446,6.0789,10.5502
Separate,lt2A_and_valid_with_protein,20,1.4353,8.3792,16.6196
Separate,lt2A_and_valid_with_protein,40,1.4443,11.2237,23.9665
Separate,lt2A_and_valid_with_protein,80,1.4414,13.8756,32.5359
SigmaDock,rmsd_lt_1.0A,1,0.4019,0.4019,0.4019
SigmaDock,rmsd_lt_1.0A,2,0.4372,0.7105,0.8385
SigmaDock,rmsd_lt_1.0A,3,0.4207,0.8995,1.1890
SigmaDock,rmsd_lt_1.0A,5,0.4378,1.2871,1.8971
SigmaDock,rmsd_lt_1.0A,10,0.4398,1.7967,3.2620
SigmaDock,rmsd_lt_1.0A,20,0.4423,2.4139,5.3433
SigmaDock,rmsd_lt_1.0A,40,0.4373,3.0849,8.2189
SigmaDock,rmsd_lt_1.0A,80,0.4366,4.3062,12.4402
SigmaDock,rmsd_lt_2.0A,1,6.3254,6.3254,6.3254
SigmaDock,rmsd_lt_2.0A,2,6.1860,8.4402,11.2823
SigmaDock,rmsd_lt_2.0A,3,6.3262,10.3409,15.8720
SigmaDock,rmsd_lt_2.0A,5,6.2770,12.3541,22.7644
SigmaDock,rmsd_lt_2.0A,10,6.2734,15.1447,34.6878
SigmaDock,rmsd_lt_2.0A,20,6.2947,17.9342,47.4067
SigmaDock,rmsd_lt_2.0A,40,6.2853,20.3792,58.9725
SigmaDock,rmsd_lt_2.0A,80,6.2859,22.9665,68.4211
SigmaDock,rmsd_lt_2.5A,1,12.3038,12.3038,12.3038
SigmaDock,rmsd_lt_2.5A,2,12.2919,15.4462,21.4761
SigmaDock,rmsd_lt_2.5A,3,12.3581,17.6352,28.4761
SigmaDock,rmsd_lt_2.5A,5,12.3019,19.9342,38.6483
SigmaDock,rmsd_lt_2.5A,10,12.3238,23.4689,52.7919
SigmaDock,rmsd_lt_2.5A,20,12.3318,26.8756,65.6758
SigmaDock,rmsd_lt_2.5A,40,12.3406,29.0742,74.8134
SigmaDock,rmsd_lt_2.5A,80,12.3206,31.1005,80.3828
SigmaDock,rmsd_lt_3.0A,1,20.2847,20.2847,20.2847
SigmaDock,rmsd_lt_3.0A,2,20.3965,24.0407,33.1148
SigmaDock,rmsd_lt_3.0A,3,20.2026,25.7440,41.9163
SigmaDock,rmsd_lt_3.0A,5,20.3565,28.7201,53.5993
SigmaDock,rmsd_lt_3.0A,10,20.3066,32.8756,67.7632
SigmaDock,rmsd_lt_3.0A,20,20.2630,36.2117,78.0096
SigmaDock,rmsd_lt_3.0A,40,20.3371,38.8684,84.3385
SigmaDock,rmsd_lt_3.0A,80,20.3110,41.1483,88.5167
SigmaDock,pb_valid_no_protein,1,28.2488,28.2488,28.2488
SigmaDock,pb_valid_no_protein,2,28.1914,28.8959,36.6220
SigmaDock,pb_valid_no_protein,3,28.2640,29.1938,41.8445
SigmaDock,pb_valid_no_protein,5,28.2847,29.0670,48.0754
SigmaDock,pb_valid_no_protein,10,28.2494,28.4342,56.0933
SigmaDock,pb_valid_no_protein,20,28.2439,27.4713,63.9127
SigmaDock,pb_valid_no_protein,40,28.2697,26.7751,71.1675
SigmaDock,pb_valid_no_protein,80,28.2775,27.2727,78.4689
SigmaDock,pb_valid_with_protein,1,5.7727,5.7727,5.7727
SigmaDock,pb_valid_with_protein,2,5.8098,8.4689,9.6124
SigmaDock,pb_valid_with_protein,3,5.7763,10.1639,12.2679
SigmaDock,pb_valid_with_protein,5,5.8514,12.4366,16.5646
SigmaDock,pb_valid_with_protein,10,5.8545,14.9426,22.6555
SigmaDock,pb_valid_with_protein,20,5.8413,16.9701,29.2859
SigmaDock,pb_valid_with_protein,40,5.8402,18.7751,36.2225
SigmaDock,pb_valid_with_protein,80,5.8373,20.5742,42.5837
SigmaDock,lt2A_and_valid_no_protein,1,3.5813,3.5813,3.5813
SigmaDock,lt2A_and_valid_no_protein,2,3.6681,4.8421,6.7871
SigmaDock,lt2A_and_valid_no_protein,3,3.6595,5.4354,9.3780
SigmaDock,lt2A_and_valid_no_protein,5,3.6959,6.4964,13.8577
SigmaDock,lt2A_and_valid_no_protein,10,3.6333,7.4916,21.1555
SigmaDock,lt2A_and_valid_no_protein,20,3.6681,8.4665,29.6483
SigmaDock,lt2A_and_valid_no_protein,40,3.6624,9.0478,38.0742
SigmaDock,lt2A_and_valid_no_protein,80,3.6722,8.6124,44.9761
SigmaDock,lt2A_and_valid_with_protein,1,1.1435,1.1435,1.1435
SigmaDock,lt2A_and_valid_with_protein,2,1.1376,1.8373,2.1818
SigmaDock,lt2A_and_valid_with_protein,3,1.0929,2.3313,3.0132
SigmaDock,lt2A_and_valid_with_protein,5,1.0519,2.8289,4.4952
SigmaDock,lt2A_and_valid_with_protein,10,1.0917,4.0156,7.9055
SigmaDock,lt2A_and_valid_with_protein,20,1.0833,5.1471,12.5825
SigmaDock,lt2A_and_valid_with_protein,40,1.0859,6.0801,18.4462
SigmaDock,lt2A_and_valid_with_protein,80,1.0885,6.2201,25.3589
