arm,nfe,K,gruppe,n_komplexe,ziel,regel,anteil_prozent
Separate,5,200,frag=14,2,RMSD<2,nur gnina,50.0
Separate,5,200,alle,307,RMSD<2,Mixed Score (Paper),76.87
Separate,5,200,frag=1,14,RMSD<2,Mixed Score (Paper),57.14
Separate,5,200,frag=2,49,RMSD<2,Mixed Score (Paper),83.67
Separate,5,200,frag=3,52,RMSD<2,Mixed Score (Paper),86.54
Separate,5,200,frag=4,56,RMSD<2,Mixed Score (Paper),73.21
Separate,5,200,frag=5,61,RMSD<2,Mixed Score (Paper),90.16
Separate,5,200,frag=6,25,RMSD<2,Mixed Score (Paper),84.0
Separate,5,200,frag=7,18,RMSD<2,Mixed Score (Paper),61.11
Separate,5,200,frag=8,15,RMSD<2,Mixed Score (Paper),46.67
Separate,5,200,frag=9,8,RMSD<2,Mixed Score (Paper),50.0
Separate,5,200,frag=10,3,RMSD<2,Mixed Score (Paper),66.67
Separate,5,200,frag=11,2,RMSD<2,Mixed Score (Paper),50.0
Separate,5,200,frag=12,1,RMSD<2,Mixed Score (Paper),0.0
Separate,5,200,frag=13,1,RMSD<2,Mixed Score (Paper),0.0
Separate,5,200,frag=14,2,RMSD<2,Mixed Score (Paper),0.0
Separate,5,200,alle,307,RMSD<2,PB-Filter -> gnina,76.22
Separate,5,200,frag=1,14,RMSD<2,PB-Filter -> gnina,57.14
Separate,5,200,frag=2,49,RMSD<2,PB-Filter -> gnina,81.63
Separate,5,200,frag=3,52,RMSD<2,PB-Filter -> gnina,84.62
Separate,5,200,frag=4,56,RMSD<2,PB-Filter -> gnina,73.21
Separate,5,200,frag=5,61,RMSD<2,PB-Filter -> gnina,88.52
Separate,5,200,frag=6,25,RMSD<2,PB-Filter -> gnina,88.0
Separate,5,200,frag=7,18,RMSD<2,PB-Filter -> gnina,61.11
Separate,5,200,frag=8,15,RMSD<2,PB-Filter -> gnina,53.33
Separate,5,200,frag=9,8,RMSD<2,PB-Filter -> gnina,50.0
Separate,5,200,frag=10,3,RMSD<2,PB-Filter -> gnina,33.33
Separate,5,200,frag=11,2,RMSD<2,PB-Filter -> gnina,0.0
Separate,5,200,frag=12,1,RMSD<2,PB-Filter -> gnina,0.0
Separate,5,200,frag=13,1,RMSD<2,PB-Filter -> gnina,100.0
Separate,5,200,frag=14,2,RMSD<2,PB-Filter -> gnina,0.0
Separate,5,200,alle,307,RMSD<2,Orakel,97.72
Separate,5,200,frag=1,14,RMSD<2,Orakel,100.0
Separate,5,200,frag=2,49,RMSD<2,Orakel,97.96
Separate,5,200,frag=3,52,RMSD<2,Orakel,100.0
Separate,5,200,frag=4,56,RMSD<2,Orakel,98.21
Separate,5,200,frag=5,61,RMSD<2,Orakel,100.0
Separate,5,200,frag=6,25,RMSD<2,Orakel,100.0
Separate,5,200,frag=7,18,RMSD<2,Orakel,88.89
Separate,5,200,frag=8,15,RMSD<2,Orakel,93.33
Separate,5,200,frag=9,8,RMSD<2,Orakel,87.5
Separate,5,200,frag=10,3,RMSD<2,Orakel,100.0
Separate,5,200,frag=11,2,RMSD<2,Orakel,100.0
Separate,5,200,frag=12,1,RMSD<2,Orakel,100.0
Separate,5,200,frag=13,1,RMSD<2,Orakel,100.0
Separate,5,200,frag=14,2,RMSD<2,Orakel,50.0
Separate,5,200,alle,307,PB-valide,je Zug,22.14
Separate,5,200,frag=1,14,PB-valide,je Zug,55.57
Separate,5,200,frag=2,49,PB-valide,je Zug,36.73
Separate,5,200,frag=3,52,PB-valide,je Zug,28.93
Separate,5,200,frag=4,56,PB-valide,je Zug,22.96
Separate,5,200,frag=5,61,PB-valide,je Zug,15.19
Separate,5,200,frag=6,25,PB-valide,je Zug,13.34
Separate,5,200,frag=7,18,PB-valide,je Zug,5.39
Separate,5,200,frag=8,15,PB-valide,je Zug,4.03
Separate,5,200,frag=9,8,PB-valide,je Zug,0.56
Separate,5,200,frag=10,3,PB-valide,je Zug,0.17
Separate,5,200,frag=11,2,PB-valide,je Zug,1.71
Separate,5,200,frag=12,1,PB-valide,je Zug,3.5
Separate,5,200,frag=13,1,PB-valide,je Zug,0.0
Separate,5,200,frag=14,2,PB-valide,je Zug,0.25
Separate,5,200,alle,307,PB-valide,nur gnina,45.28
Separate,5,200,frag=1,14,PB-valide,nur gnina,100.0
Separate,5,200,frag=2,49,PB-valide,nur gnina,77.55
Separate,5,200,frag=3,52,PB-valide,nur gnina,57.69
Separate,5,200,frag=4,56,PB-valide,nur gnina,41.07
Separate,5,200,frag=5,61,PB-valide,nur gnina,37.7
Separate,5,200,frag=6,25,PB-valide,nur gnina,36.0
Separate,5,200,frag=7,18,PB-valide,nur gnina,5.56
Separate,5,200,frag=8,15,PB-valide,nur gnina,6.67
Separate,5,200,frag=9,8,PB-valide,nur gnina,0.0
Separate,5,200,frag=10,3,PB-valide,nur gnina,0.0
Separate,5,200,frag=11,2,PB-valide,nur gnina,0.0
Separate,5,200,frag=12,1,PB-valide,nur gnina,0.0
Separate,5,200,frag=13,1,PB-valide,nur gnina,0.0
Separate,5,200,frag=14,2,PB-valide,nur gnina,0.0
Separate,5,200,alle,307,PB-valide,Mixed Score (Paper),87.95
Separate,5,200,frag=1,14,PB-valide,Mixed Score (Paper),100.0
Separate,5,200,frag=2,49,PB-valide,Mixed Score (Paper),91.84
Separate,5,200,frag=3,52,PB-valide,Mixed Score (Paper),90.38
Separate,5,200,frag=4,56,PB-valide,Mixed Score (Paper),92.86
Separate,5,200,frag=5,61,PB-valide,Mixed Score (Paper),91.8
Separate,5,200,frag=6,25,PB-valide,Mixed Score (Paper),92.0
Separate,5,200,frag=7,18,PB-valide,Mixed Score (Paper),83.33
Separate,5,200,frag=8,15,PB-valide,Mixed Score (Paper),73.33
Separate,5,200,frag=9,8,PB-valide,Mixed Score (Paper),50.0
Separate,5,200,frag=10,3,PB-valide,Mixed Score (Paper),33.33
Separate,5,200,frag=11,2,PB-valide,Mixed Score (Paper),0.0
Separate,5,200,frag=12,1,PB-valide,Mixed Score (Paper),100.0
Separate,5,200,frag=13,1,PB-valide,Mixed Score (Paper),0.0
Separate,5,200,frag=14,2,PB-valide,Mixed Score (Paper),50.0
Separate,5,200,alle,307,PB-valide,PB-Filter -> gnina,90.55
Separate,5,200,frag=1,14,PB-valide,PB-Filter -> gnina,100.0
Separate,5,200,frag=2,49,PB-valide,PB-Filter -> gnina,93.88
Separate,5,200,frag=3,52,PB-valide,PB-Filter -> gnina,96.15
Separate,5,200,frag=4,56,PB-valide,PB-Filter -> gnina,96.43
Separate,5,200,frag=5,61,PB-valide,PB-Filter -> gnina,93.44
Separate,5,200,frag=6,25,PB-valide,PB-Filter -> gnina,92.0
Separate,5,200,frag=7,18,PB-valide,PB-Filter -> gnina,83.33
Separate,5,200,frag=8,15,PB-valide,PB-Filter -> gnina,73.33
Separate,5,200,frag=9,8,PB-valide,PB-Filter -> gnina,50.0
Separate,5,200,frag=10,3,PB-valide,PB-Filter -> gnina,33.33
Separate,5,200,frag=11,2,PB-valide,PB-Filter -> gnina,50.0
Separate,5,200,frag=12,1,PB-valide,PB-Filter -> gnina,100.0
Separate,5,200,frag=13,1,PB-valide,PB-Filter -> gnina,0.0
Separate,5,200,frag=14,2,PB-valide,PB-Filter -> gnina,50.0
Separate,5,200,alle,307,PB-valide,Orakel,90.55
Separate,5,200,frag=1,14,PB-valide,Orakel,100.0
Separate,5,200,frag=2,49,PB-valide,Orakel,93.88
Separate,5,200,frag=3,52,PB-valide,Orakel,96.15
Separate,5,200,frag=4,56,PB-valide,Orakel,96.43
Separate,5,200,frag=5,61,PB-valide,Orakel,93.44
Separate,5,200,frag=6,25,PB-valide,Orakel,92.0
Separate,5,200,frag=7,18,PB-valide,Orakel,83.33
Separate,5,200,frag=8,15,PB-valide,Orakel,73.33
Separate,5,200,frag=9,8,PB-valide,Orakel,50.0
Separate,5,200,frag=10,3,PB-valide,Orakel,33.33
Separate,5,200,frag=11,2,PB-valide,Orakel,50.0
Separate,5,200,frag=12,1,PB-valide,Orakel,100.0
Separate,5,200,frag=13,1,PB-valide,Orakel,0.0
Separate,5,200,frag=14,2,PB-valide,Orakel,50.0
Separate,5,200,alle,307,RMSD<2 & PB,je Zug,15.1
Separate,5,200,frag=1,14,RMSD<2 & PB,je Zug,26.61
Separate,5,200,frag=2,49,RMSD<2 & PB,je Zug,28.04
Separate,5,200,frag=3,52,RMSD<2 & PB,je Zug,17.7
Separate,5,200,frag=4,56,RMSD<2 & PB,je Zug,16.17
Separate,5,200,frag=5,61,RMSD<2 & PB,je Zug,10.82
Separate,5,200,frag=6,25,RMSD<2 & PB,je Zug,11.64
Separate,5,200,frag=7,18,RMSD<2 & PB,je Zug,3.83
Separate,5,200,frag=8,15,RMSD<2 & PB,je Zug,2.53
Separate,5,200,frag=9,8,RMSD<2 & PB,je Zug,0.44
Separate,5,200,frag=10,3,RMSD<2 & PB,je Zug,0.17
Separate,5,200,frag=11,2,RMSD<2 & PB,je Zug,0.57
Separate,5,200,frag=12,1,RMSD<2 & PB,je Zug,0.5
Separate,5,200,frag=13,1,RMSD<2 & PB,je Zug,0.0
Separate,5,200,frag=14,2,RMSD<2 & PB,je Zug,0.0
Separate,5,200,alle,307,RMSD<2 & PB,nur gnina,39.09
Separate,5,200,frag=1,14,RMSD<2 & PB,nur gnina,57.14
Separate,5,200,frag=2,49,RMSD<2 & PB,nur gnina,67.35
Separate,5,200,frag=3,52,RMSD<2 & PB,nur gnina,53.85
Separate,5,200,frag=4,56,RMSD<2 & PB,nur gnina,35.71
Separate,5,200,frag=5,61,RMSD<2 & PB,nur gnina,32.79
Separate,5,200,frag=6,25,RMSD<2 & PB,nur gnina,36.0
Separate,5,200,frag=7,18,RMSD<2 & PB,nur gnina,5.56
Separate,5,200,frag=8,15,RMSD<2 & PB,nur gnina,6.67
Separate,5,200,frag=9,8,RMSD<2 & PB,nur gnina,0.0
Separate,5,200,frag=10,3,RMSD<2 & PB,nur gnina,0.0
Separate,5,200,frag=11,2,RMSD<2 & PB,nur gnina,0.0
Separate,5,200,frag=12,1,RMSD<2 & PB,nur gnina,0.0
Separate,5,200,frag=13,1,RMSD<2 & PB,nur gnina,0.0
Separate,5,200,frag=14,2,RMSD<2 & PB,nur gnina,0.0
Separate,5,200,alle,307,RMSD<2 & PB,Mixed Score (Paper),70.36
Separate,5,200,frag=1,14,RMSD<2 & PB,Mixed Score (Paper),57.14
Separate,5,200,frag=2,49,RMSD<2 & PB,Mixed Score (Paper),77.55
Separate,5,200,frag=3,52,RMSD<2 & PB,Mixed Score (Paper),80.77
Separate,5,200,frag=4,56,RMSD<2 & PB,Mixed Score (Paper),69.64
Separate,5,200,frag=5,61,RMSD<2 & PB,Mixed Score (Paper),81.97
Separate,5,200,frag=6,25,RMSD<2 & PB,Mixed Score (Paper),80.0
Separate,5,200,frag=7,18,RMSD<2 & PB,Mixed Score (Paper),50.0
Separate,5,200,frag=8,15,RMSD<2 & PB,Mixed Score (Paper),46.67
Separate,5,200,frag=9,8,RMSD<2 & PB,Mixed Score (Paper),25.0
Separate,5,200,frag=10,3,RMSD<2 & PB,Mixed Score (Paper),33.33
Separate,5,200,frag=11,2,RMSD<2 & PB,Mixed Score (Paper),0.0
Separate,5,200,frag=12,1,RMSD<2 & PB,Mixed Score (Paper),0.0
Separate,5,200,frag=13,1,RMSD<2 & PB,Mixed Score (Paper),0.0
Separate,5,200,frag=14,2,RMSD<2 & PB,Mixed Score (Paper),0.0
Separate,5,200,alle,307,RMSD<2 & PB,PB-Filter -> gnina,71.01
Separate,5,200,frag=1,14,RMSD<2 & PB,PB-Filter -> gnina,57.14
Separate,5,200,frag=2,49,RMSD<2 & PB,PB-Filter -> gnina,77.55
Separate,5,200,frag=3,52,RMSD<2 & PB,PB-Filter -> gnina,82.69
Separate,5,200,frag=4,56,RMSD<2 & PB,PB-Filter -> gnina,71.43
Separate,5,200,frag=5,61,RMSD<2 & PB,PB-Filter -> gnina,81.97
Separate,5,200,frag=6,25,RMSD<2 & PB,PB-Filter -> gnina,80.0
Separate,5,200,frag=7,18,RMSD<2 & PB,PB-Filter -> gnina,50.0
Separate,5,200,frag=8,15,RMSD<2 & PB,PB-Filter -> gnina,46.67
Separate,5,200,frag=9,8,RMSD<2 & PB,PB-Filter -> gnina,25.0
Separate,5,200,frag=10,3,RMSD<2 & PB,PB-Filter -> gnina,33.33
Separate,5,200,frag=11,2,RMSD<2 & PB,PB-Filter -> gnina,0.0
Separate,5,200,frag=12,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
Separate,5,200,frag=13,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
Separate,5,200,frag=14,2,RMSD<2 & PB,PB-Filter -> gnina,0.0
Separate,5,200,alle,307,RMSD<2 & PB,Orakel,82.41
Separate,5,200,frag=1,14,RMSD<2 & PB,Orakel,100.0
Separate,5,200,frag=2,49,RMSD<2 & PB,Orakel,89.8
Separate,5,200,frag=3,52,RMSD<2 & PB,Orakel,88.46
Separate,5,200,frag=4,56,RMSD<2 & PB,Orakel,87.5
Separate,5,200,frag=5,61,RMSD<2 & PB,Orakel,86.89
Separate,5,200,frag=6,25,RMSD<2 & PB,Orakel,84.0
Separate,5,200,frag=7,18,RMSD<2 & PB,Orakel,72.22
Separate,5,200,frag=8,15,RMSD<2 & PB,Orakel,53.33
Separate,5,200,frag=9,8,RMSD<2 & PB,Orakel,25.0
Separate,5,200,frag=10,3,RMSD<2 & PB,Orakel,33.33
Separate,5,200,frag=11,2,RMSD<2 & PB,Orakel,50.0
Separate,5,200,frag=12,1,RMSD<2 & PB,Orakel,100.0
Separate,5,200,frag=13,1,RMSD<2 & PB,Orakel,0.0
Separate,5,200,frag=14,2,RMSD<2 & PB,Orakel,0.0
