arm,nfe,K,gruppe,n_komplexe,ziel,regel,anteil_prozent
Separate,5,200,frag=8,2,RMSD<2 & PB,je Zug,2.0
Separate,5,200,alle,85,RMSD<2 & PB,nur gnina,50.59
Separate,5,200,frag=1,6,RMSD<2 & PB,nur gnina,100.0
Separate,5,200,frag=2,9,RMSD<2 & PB,nur gnina,77.78
Separate,5,200,frag=3,17,RMSD<2 & PB,nur gnina,64.71
Separate,5,200,frag=4,20,RMSD<2 & PB,nur gnina,50.0
Separate,5,200,frag=5,11,RMSD<2 & PB,nur gnina,27.27
Separate,5,200,frag=6,12,RMSD<2 & PB,nur gnina,41.67
Separate,5,200,frag=7,8,RMSD<2 & PB,nur gnina,0.0
Separate,5,200,frag=8,2,RMSD<2 & PB,nur gnina,50.0
Separate,5,200,alle,85,RMSD<2 & PB,Mixed Score (Paper),92.94
Separate,5,200,frag=1,6,RMSD<2 & PB,Mixed Score (Paper),100.0
Separate,5,200,frag=2,9,RMSD<2 & PB,Mixed Score (Paper),100.0
Separate,5,200,frag=3,17,RMSD<2 & PB,Mixed Score (Paper),100.0
Separate,5,200,frag=4,20,RMSD<2 & PB,Mixed Score (Paper),90.0
Separate,5,200,frag=5,11,RMSD<2 & PB,Mixed Score (Paper),72.73
Separate,5,200,frag=6,12,RMSD<2 & PB,Mixed Score (Paper),91.67
Separate,5,200,frag=7,8,RMSD<2 & PB,Mixed Score (Paper),100.0
Separate,5,200,frag=8,2,RMSD<2 & PB,Mixed Score (Paper),100.0
Separate,5,200,alle,85,RMSD<2 & PB,PB-Filter -> gnina,92.94
Separate,5,200,frag=1,6,RMSD<2 & PB,PB-Filter -> gnina,100.0
Separate,5,200,frag=2,9,RMSD<2 & PB,PB-Filter -> gnina,100.0
Separate,5,200,frag=3,17,RMSD<2 & PB,PB-Filter -> gnina,100.0
Separate,5,200,frag=4,20,RMSD<2 & PB,PB-Filter -> gnina,90.0
Separate,5,200,frag=5,11,RMSD<2 & PB,PB-Filter -> gnina,72.73
Separate,5,200,frag=6,12,RMSD<2 & PB,PB-Filter -> gnina,91.67
Separate,5,200,frag=7,8,RMSD<2 & PB,PB-Filter -> gnina,100.0
Separate,5,200,frag=8,2,RMSD<2 & PB,PB-Filter -> gnina,100.0
Separate,5,200,alle,85,RMSD<2 & PB,Orakel,98.82
Separate,5,200,frag=1,6,RMSD<2 & PB,Orakel,100.0
Separate,5,200,frag=2,9,RMSD<2 & PB,Orakel,100.0
Separate,5,200,frag=3,17,RMSD<2 & PB,Orakel,100.0
Separate,5,200,frag=4,20,RMSD<2 & PB,Orakel,100.0
Separate,5,200,frag=5,11,RMSD<2 & PB,Orakel,90.91
Separate,5,200,frag=6,12,RMSD<2 & PB,Orakel,100.0
Separate,5,200,frag=7,8,RMSD<2 & PB,Orakel,100.0
Separate,5,200,frag=8,2,RMSD<2 & PB,Orakel,100.0
