satz,arm,nfe,K,ziel,regel,mean,count,prozent
PB308,SigmaFlow-Minimal,25,6,acc,filter,0.6182426710097724,307,61.82426710097724
PB308,SigmaFlow-Minimal,25,7,acc,filter,0.6305130293159611,307,63.05130293159611
PB308,SigmaFlow-Minimal,25,8,acc,filter,0.6409504885993481,307,64.0950488599348
PB308,SigmaFlow-Minimal,25,9,acc,filter,0.6499188925081433,307,64.99188925081432
PB308,SigmaFlow-Minimal,25,10,acc,filter,0.6579348534201952,307,65.79348534201952
PB308,SigmaFlow-Minimal,25,11,acc,filter,0.6648882736156347,307,66.48882736156348
PB308,SigmaFlow-Minimal,25,12,acc,filter,0.6710811074918565,307,67.10811074918564
PB308,SigmaFlow-Minimal,25,13,acc,filter,0.6768241042345274,307,67.68241042345274
PB308,SigmaFlow-Minimal,25,14,acc,filter,0.6819641693811073,307,68.19641693811073
PB308,SigmaFlow-Minimal,25,15,acc,filter,0.68642996742671,307,68.642996742671
PB308,SigmaFlow-Minimal,25,16,acc,filter,0.6905097719869706,307,69.05097719869705
PB308,SigmaFlow-Minimal,25,17,acc,filter,0.6942524429967426,307,69.42524429967426
PB308,SigmaFlow-Minimal,25,18,acc,filter,0.6976270358306189,307,69.76270358306189
PB308,SigmaFlow-Minimal,25,19,acc,filter,0.7008371335504889,307,70.0837133550489
PB308,SigmaFlow-Minimal,25,20,acc,filter,0.7036807817589579,307,70.36807817589579
PB308,SigmaFlow-Minimal,25,21,acc,filter,0.7062687296416941,307,70.62687296416941
PB308,SigmaFlow-Minimal,25,22,acc,filter,0.7086622149837135,307,70.86622149837135
PB308,SigmaFlow-Minimal,25,23,acc,filter,0.7109231270358305,307,71.09231270358305
PB308,SigmaFlow-Minimal,25,24,acc,filter,0.712916286644951,307,71.2916286644951
PB308,SigmaFlow-Minimal,25,25,acc,filter,0.7147765472312696,307,71.47765472312696
PB308,SigmaFlow-Minimal,25,26,acc,filter,0.7164745928338762,307,71.64745928338762
PB308,SigmaFlow-Minimal,25,27,acc,filter,0.7181442996742666,307,71.81442996742666
PB308,SigmaFlow-Minimal,25,28,acc,filter,0.7198058631921824,307,71.98058631921825
PB308,SigmaFlow-Minimal,25,29,acc,filter,0.7213045602605866,307,72.13045602605867
PB308,SigmaFlow-Minimal,25,30,acc,filter,0.7226576547231272,307,72.26576547231272
PB308,SigmaFlow-Minimal,25,31,acc,filter,0.7238648208469051,307,72.38648208469051
PB308,SigmaFlow-Minimal,25,32,acc,filter,0.7252084690553746,307,72.52084690553747
PB308,SigmaFlow-Minimal,25,33,acc,filter,0.7263671009771987,307,72.63671009771987
PB308,SigmaFlow-Minimal,25,34,acc,filter,0.7275475570032572,307,72.75475570032572
PB308,SigmaFlow-Minimal,25,35,acc,filter,0.7286192182410424,307,72.86192182410424
PB308,SigmaFlow-Minimal,25,36,acc,filter,0.729542671009772,307,72.9542671009772
PB308,SigmaFlow-Minimal,25,37,acc,filter,0.7304866449511402,307,73.04866449511402
PB308,SigmaFlow-Minimal,25,38,acc,filter,0.7313358306188925,307,73.13358306188925
PB308,SigmaFlow-Minimal,25,39,acc,filter,0.7321501628664495,307,73.21501628664495
PB308,SigmaFlow-Minimal,25,40,acc,filter,0.7328990228013029,307,73.28990228013029
PB308,SigmaFlow-Minimal,25,1,valid,filter,0.2721358306188923,307,27.213583061889228
PB308,SigmaFlow-Minimal,25,2,valid,filter,0.41292475570032594,307,41.29247557003259
PB308,SigmaFlow-Minimal,25,3,valid,filter,0.502871335504886,307,50.287133550488605
PB308,SigmaFlow-Minimal,25,4,valid,filter,0.5660074918566774,307,56.600749185667745
PB308,SigmaFlow-Minimal,25,5,valid,filter,0.6133097719869706,307,61.330977198697056
PB308,SigmaFlow-Minimal,25,6,valid,filter,0.6499322475570031,307,64.99322475570031
PB308,SigmaFlow-Minimal,25,7,valid,filter,0.6792270358306186,307,67.92270358306186
PB308,SigmaFlow-Minimal,25,8,valid,filter,0.7034172638436474,307,70.34172638436475
PB308,SigmaFlow-Minimal,25,9,valid,filter,0.7236068403908791,307,72.36068403908791
PB308,SigmaFlow-Minimal,25,10,valid,filter,0.7406889250814329,307,74.06889250814329
PB308,SigmaFlow-Minimal,25,11,valid,filter,0.7552951140065142,307,75.52951140065142
PB308,SigmaFlow-Minimal,25,12,valid,filter,0.7680716612377845,307,76.80716612377844
PB308,SigmaFlow-Minimal,25,13,valid,filter,0.7793013029315956,307,77.93013029315956
PB308,SigmaFlow-Minimal,25,14,valid,filter,0.7893100977198699,307,78.931009771987
PB308,SigmaFlow-Minimal,25,15,valid,filter,0.7983328990228016,307,79.83328990228016
PB308,SigmaFlow-Minimal,25,16,valid,filter,0.8064270358306186,307,80.64270358306186
PB308,SigmaFlow-Minimal,25,17,valid,filter,0.813841368078176,307,81.3841368078176
PB308,SigmaFlow-Minimal,25,18,valid,filter,0.8205543973941365,307,82.05543973941364
PB308,SigmaFlow-Minimal,25,19,valid,filter,0.8267345276872965,307,82.67345276872965
PB308,SigmaFlow-Minimal,25,20,valid,filter,0.8324853420195437,307,83.24853420195437
PB308,SigmaFlow-Minimal,25,21,valid,filter,0.8378400651465796,307,83.78400651465796
PB308,SigmaFlow-Minimal,25,22,valid,filter,0.8428179153094456,307,84.28179153094456
PB308,SigmaFlow-Minimal,25,23,valid,filter,0.8475162866449508,307,84.75162866449509
PB308,SigmaFlow-Minimal,25,24,valid,filter,0.851855374592834,307,85.1855374592834
PB308,SigmaFlow-Minimal,25,25,valid,filter,0.8559136807817591,307,85.59136807817592
PB308,SigmaFlow-Minimal,25,26,valid,filter,0.8597322475570034,307,85.97322475570034
PB308,SigmaFlow-Minimal,25,27,valid,filter,0.8632996742671009,307,86.32996742671008
PB308,SigmaFlow-Minimal,25,28,valid,filter,0.8666837133550483,307,86.66837133550483
PB308,SigmaFlow-Minimal,25,29,valid,filter,0.8699026058631921,307,86.99026058631921
PB308,SigmaFlow-Minimal,25,30,valid,filter,0.8729351791530945,307,87.29351791530945
PB308,SigmaFlow-Minimal,25,31,valid,filter,0.8757866449511396,307,87.57866449511396
PB308,SigmaFlow-Minimal,25,32,valid,filter,0.8785664495114008,307,87.85664495114008
PB308,SigmaFlow-Minimal,25,33,valid,filter,0.8810925081433222,307,88.10925081433221
PB308,SigmaFlow-Minimal,25,34,valid,filter,0.8835302931596092,307,88.35302931596092
PB308,SigmaFlow-Minimal,25,35,valid,filter,0.8858553745928337,307,88.58553745928337
PB308,SigmaFlow-Minimal,25,36,valid,filter,0.8880482084690553,307,88.80482084690553
PB308,SigmaFlow-Minimal,25,37,valid,filter,0.890085342019544,307,89.0085342019544
PB308,SigmaFlow-Minimal,25,38,valid,filter,0.892072312703583,307,89.2072312703583
PB308,SigmaFlow-Minimal,25,39,valid,filter,0.8939674267100977,307,89.39674267100976
PB308,SigmaFlow-Minimal,25,40,valid,filter,0.8957654723127035,307,89.57654723127035
PB308,SigmaFlow-Minimal,25,1,both,filter,0.16756416938110746,307,16.756416938110746
PB308,SigmaFlow-Minimal,25,2,both,filter,0.26422768729641694,307,26.422768729641692
PB308,SigmaFlow-Minimal,25,3,both,filter,0.33011107491856667,307,33.01110749185667
PB308,SigmaFlow-Minimal,25,4,both,filter,0.3783762214983713,307,37.83762214983713
PB308,SigmaFlow-Minimal,25,5,both,filter,0.41607426710097734,307,41.607426710097734
PB308,SigmaFlow-Minimal,25,6,both,filter,0.4462267100977202,307,44.62267100977202
PB308,SigmaFlow-Minimal,25,7,both,filter,0.471171986970684,307,47.1171986970684
PB308,SigmaFlow-Minimal,25,8,both,filter,0.49228241042345283,307,49.22824104234528
PB308,SigmaFlow-Minimal,25,9,both,filter,0.5103244299674268,307,51.032442996742674
PB308,SigmaFlow-Minimal,25,10,both,filter,0.5260563517915311,307,52.60563517915311
PB308,SigmaFlow-Minimal,25,11,both,filter,0.539758631921824,307,53.9758631921824
PB308,SigmaFlow-Minimal,25,12,both,filter,0.5519625407166123,307,55.19625407166123
PB308,SigmaFlow-Minimal,25,13,both,filter,0.5630560260586316,307,56.30560260586316
PB308,SigmaFlow-Minimal,25,14,both,filter,0.5731306188925085,307,57.31306188925085
PB308,SigmaFlow-Minimal,25,15,both,filter,0.5822231270358307,307,58.22231270358307
PB308,SigmaFlow-Minimal,25,16,both,filter,0.5905100977198697,307,59.051009771986976
PB308,SigmaFlow-Minimal,25,17,both,filter,0.5982250814332248,307,59.82250814332248
PB308,SigmaFlow-Minimal,25,18,both,filter,0.6053420195439738,307,60.53420195439738
PB308,SigmaFlow-Minimal,25,19,both,filter,0.6120214983713356,307,61.202149837133554
PB308,SigmaFlow-Minimal,25,20,both,filter,0.6181983713355046,307,61.81983713355046
PB308,SigmaFlow-Minimal,25,21,both,filter,0.6240055374592834,307,62.40055374592834
PB308,SigmaFlow-Minimal,25,22,both,filter,0.6294270358306187,307,62.94270358306186
PB308,SigmaFlow-Minimal,25,23,both,filter,0.6346599348534203,307,63.46599348534203
PB308,SigmaFlow-Minimal,25,24,both,filter,0.6395042345276868,307,63.95042345276868
PB308,SigmaFlow-Minimal,25,25,both,filter,0.644080781758957,307,64.4080781758957
PB308,SigmaFlow-Minimal,25,26,both,filter,0.6483889250814331,307,64.8388925081433
PB308,SigmaFlow-Minimal,25,27,both,filter,0.6525589576547229,307,65.25589576547229
PB308,SigmaFlow-Minimal,25,28,both,filter,0.656629641693811,307,65.6629641693811
PB308,SigmaFlow-Minimal,25,29,both,filter,0.6604710097719868,307,66.04710097719868
PB308,SigmaFlow-Minimal,25,30,both,filter,0.6641420195439741,307,66.41420195439741
PB308,SigmaFlow-Minimal,25,31,both,filter,0.6675817589576543,307,66.75817589576542
PB308,SigmaFlow-Minimal,25,32,both,filter,0.6710915309446255,307,67.10915309446254
PB308,SigmaFlow-Minimal,25,33,both,filter,0.6742710097719871,307,67.4271009771987
PB308,SigmaFlow-Minimal,25,34,both,filter,0.6774622149837131,307,67.74622149837131
PB308,SigmaFlow-Minimal,25,35,both,filter,0.6805289902280129,307,68.0528990228013
PB308,SigmaFlow-Minimal,25,36,both,filter,0.6833371335504884,307,68.33371335504884
PB308,SigmaFlow-Minimal,25,37,both,filter,0.686097068403909,307,68.6097068403909
PB308,SigmaFlow-Minimal,25,38,both,filter,0.688757980456026,307,68.8757980456026
PB308,SigmaFlow-Minimal,25,39,both,filter,0.6913153094462539,307,69.13153094462538
PB308,SigmaFlow-Minimal,25,40,both,filter,0.6938110749185668,307,69.38110749185668
PB308,SigmaFlow-Minimal,25,1,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,2,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,3,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,4,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,5,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,6,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,7,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,8,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,9,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,10,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,11,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,12,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,13,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,14,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,15,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,16,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,17,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,18,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,19,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,20,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,21,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,22,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,23,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,24,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,25,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,26,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,27,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,28,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,29,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,30,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,31,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,32,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,33,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,34,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,35,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,36,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,37,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,38,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,39,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,40,acc,zug,0.4481270358306183,307,44.81270358306183
PB308,SigmaFlow-Minimal,25,1,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,2,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,3,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,4,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,5,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,6,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,7,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,8,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,9,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,10,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,11,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,12,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,13,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,14,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,15,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,16,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,17,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,18,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,19,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,20,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,21,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,22,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,23,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,24,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,25,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,26,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,27,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,28,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,29,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,30,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,31,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,32,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,33,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,34,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,35,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,36,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,37,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,38,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,39,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,40,valid,zug,0.2720102373196838,307,27.201023731968384
PB308,SigmaFlow-Minimal,25,1,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,2,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,3,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,4,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,5,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,6,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,7,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,8,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,9,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,10,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,11,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,12,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,13,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,14,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,15,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,16,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,17,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,18,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,19,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,20,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,21,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,22,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,23,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,24,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,25,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,26,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,27,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,28,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,29,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,30,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,31,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,32,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,33,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,34,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,35,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,36,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,37,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,38,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,39,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,40,both,zug,0.16751977664029782,307,16.75197766402978
PB308,SigmaFlow-Minimal,25,1,acc,orakel,0.44796449511400654,307,44.79644951140065
PB308,SigmaFlow-Minimal,25,2,acc,orakel,0.6147013029315962,307,61.47013029315962
PB308,SigmaFlow-Minimal,25,3,acc,orakel,0.7013732899022798,307,70.13732899022797
PB308,SigmaFlow-Minimal,25,4,acc,orakel,0.7530127035830619,307,75.3012703583062
PB308,SigmaFlow-Minimal,25,5,acc,orakel,0.7872130293159607,307,78.72130293159607
PB308,SigmaFlow-Minimal,25,6,acc,orakel,0.8115400651465791,307,81.15400651465791
PB308,SigmaFlow-Minimal,25,7,acc,orakel,0.8296788273615627,307,82.96788273615627
PB308,SigmaFlow-Minimal,25,8,acc,orakel,0.8440475570032573,307,84.40475570032572
PB308,SigmaFlow-Minimal,25,9,acc,orakel,0.8555550488599346,307,85.55550488599346
PB308,SigmaFlow-Minimal,25,10,acc,orakel,0.8651967426710097,307,86.51967426710097
PB308,SigmaFlow-Minimal,25,11,acc,orakel,0.8732179153094459,307,87.3217915309446
PB308,SigmaFlow-Minimal,25,12,acc,orakel,0.8801315960912052,307,88.01315960912052
PB308,SigmaFlow-Minimal,25,13,acc,orakel,0.8862719869706841,307,88.62719869706841
PB308,SigmaFlow-Minimal,25,14,acc,orakel,0.8916094462540713,307,89.16094462540714
PB308,SigmaFlow-Minimal,25,15,acc,orakel,0.8962876221498369,307,89.6287622149837
PB308,SigmaFlow-Minimal,25,16,acc,orakel,0.900496416938111,307,90.0496416938111
PB308,SigmaFlow-Minimal,25,17,acc,orakel,0.9042752442996741,307,90.4275244299674
PB308,SigmaFlow-Minimal,25,18,acc,orakel,0.9076381107491855,307,90.76381107491855
PB308,SigmaFlow-Minimal,25,19,acc,orakel,0.9106498371335505,307,91.06498371335505
PB308,SigmaFlow-Minimal,25,20,acc,orakel,0.9133530944625408,307,91.33530944625407
PB308,SigmaFlow-Minimal,25,21,acc,orakel,0.9157325732899023,307,91.57325732899024
PB308,SigmaFlow-Minimal,25,22,acc,orakel,0.9179286644951142,307,91.79286644951142
PB308,SigmaFlow-Minimal,25,23,acc,orakel,0.9199224755700324,307,91.99224755700324
PB308,SigmaFlow-Minimal,25,24,acc,orakel,0.9216876221498369,307,92.16876221498369
PB308,SigmaFlow-Minimal,25,25,acc,orakel,0.9232644951140063,307,92.32644951140063
PB308,SigmaFlow-Minimal,25,26,acc,orakel,0.9247247557003259,307,92.47247557003259
PB308,SigmaFlow-Minimal,25,27,acc,orakel,0.9260328990228012,307,92.60328990228011
PB308,SigmaFlow-Minimal,25,28,acc,orakel,0.9271850162866452,307,92.71850162866451
PB308,SigmaFlow-Minimal,25,29,acc,orakel,0.9282703583061892,307,92.82703583061893
PB308,SigmaFlow-Minimal,25,30,acc,orakel,0.9292312703583062,307,92.92312703583062
PB308,SigmaFlow-Minimal,25,31,acc,orakel,0.9300885993485342,307,93.00885993485342
PB308,SigmaFlow-Minimal,25,32,acc,orakel,0.9308732899022801,307,93.08732899022802
PB308,SigmaFlow-Minimal,25,33,acc,orakel,0.9316009771986973,307,93.16009771986973
PB308,SigmaFlow-Minimal,25,34,acc,orakel,0.9322084690553744,307,93.22084690553744
PB308,SigmaFlow-Minimal,25,35,acc,orakel,0.9327657980456024,307,93.27657980456024
PB308,SigmaFlow-Minimal,25,36,acc,orakel,0.9332752442996742,307,93.32752442996743
PB308,SigmaFlow-Minimal,25,37,acc,orakel,0.9337260586319219,307,93.37260586319219
PB308,SigmaFlow-Minimal,25,38,acc,orakel,0.9341371335504887,307,93.41371335504887
PB308,SigmaFlow-Minimal,25,39,acc,orakel,0.9345244299674267,307,93.45244299674266
PB308,SigmaFlow-Minimal,25,40,acc,orakel,0.9348534201954397,307,93.48534201954396
PB308,SigmaFlow-Minimal,25,1,valid,orakel,0.2721358306188923,307,27.213583061889228
PB308,SigmaFlow-Minimal,25,2,valid,orakel,0.41292475570032594,307,41.29247557003259
PB308,SigmaFlow-Minimal,25,3,valid,orakel,0.502871335504886,307,50.287133550488605
PB308,SigmaFlow-Minimal,25,4,valid,orakel,0.5660074918566774,307,56.600749185667745
PB308,SigmaFlow-Minimal,25,5,valid,orakel,0.6133097719869706,307,61.330977198697056
PB308,SigmaFlow-Minimal,25,6,valid,orakel,0.6499322475570031,307,64.99322475570031
PB308,SigmaFlow-Minimal,25,7,valid,orakel,0.6792270358306186,307,67.92270358306186
PB308,SigmaFlow-Minimal,25,8,valid,orakel,0.7034172638436474,307,70.34172638436475
PB308,SigmaFlow-Minimal,25,9,valid,orakel,0.7236068403908791,307,72.36068403908791
PB308,SigmaFlow-Minimal,25,10,valid,orakel,0.7406889250814329,307,74.06889250814329
PB308,SigmaFlow-Minimal,25,11,valid,orakel,0.7552951140065142,307,75.52951140065142
PB308,SigmaFlow-Minimal,25,12,valid,orakel,0.7680716612377845,307,76.80716612377844
PB308,SigmaFlow-Minimal,25,13,valid,orakel,0.7793013029315956,307,77.93013029315956
PB308,SigmaFlow-Minimal,25,14,valid,orakel,0.7893100977198699,307,78.931009771987
PB308,SigmaFlow-Minimal,25,15,valid,orakel,0.7983328990228016,307,79.83328990228016
PB308,SigmaFlow-Minimal,25,16,valid,orakel,0.8064270358306186,307,80.64270358306186
PB308,SigmaFlow-Minimal,25,17,valid,orakel,0.813841368078176,307,81.3841368078176
PB308,SigmaFlow-Minimal,25,18,valid,orakel,0.8205543973941365,307,82.05543973941364
PB308,SigmaFlow-Minimal,25,19,valid,orakel,0.8267345276872965,307,82.67345276872965
PB308,SigmaFlow-Minimal,25,20,valid,orakel,0.8324853420195437,307,83.24853420195437
PB308,SigmaFlow-Minimal,25,21,valid,orakel,0.8378400651465796,307,83.78400651465796
PB308,SigmaFlow-Minimal,25,22,valid,orakel,0.8428179153094456,307,84.28179153094456
PB308,SigmaFlow-Minimal,25,23,valid,orakel,0.8475162866449508,307,84.75162866449509
PB308,SigmaFlow-Minimal,25,24,valid,orakel,0.851855374592834,307,85.1855374592834
PB308,SigmaFlow-Minimal,25,25,valid,orakel,0.8559136807817591,307,85.59136807817592
PB308,SigmaFlow-Minimal,25,26,valid,orakel,0.8597322475570034,307,85.97322475570034
PB308,SigmaFlow-Minimal,25,27,valid,orakel,0.8632996742671009,307,86.32996742671008
PB308,SigmaFlow-Minimal,25,28,valid,orakel,0.8666837133550483,307,86.66837133550483
PB308,SigmaFlow-Minimal,25,29,valid,orakel,0.8699026058631921,307,86.99026058631921
